record_id,district,place_name,latitude,longitude,elevation_m,distance_to_river_m,landcover,soil_type,water_supply,electricity,road_quality,population_density_per_km2,built_up_percent,urban_rural,rainfall_7d_mm,monthly_rainfall_mm,drainage_index,ndvi,ndwi,water_presence_flag,historical_flood_count,infrastructure_score,nearest_hospital_km,nearest_evac_km,flood_risk_score,flood_occurrence_current_event,inundation_area_sqm,is_good_to_live,reason_not_good_to_live,is_synthetic,generation_date
F100103,Polonnaruwa,Polapola South,7.989241,80.252084,41,39.0,Forest,Loamy,Well,Grid,Fair,109,15.9,Rural,19.5,196.9,0.187,0.404,0.179,Likely,0,52,29.84,0.8,34.78,No,0,Yes,,True,2024-01-16
F100104,Vavuniya,Udumedura Central,6.209359,80.510806,17,1143.7,Scrub,Sandy,Municipal,Grid,Fair,309,1.0,Rural,42.4,501.2,0.572,0.292,0.093,Unlikely,0,60,1.86,0.99,54.24,Yes,279239,Yes,,True,2024-08-07
F100105,Trincomalee,Ihalapola,9.696383,81.007407,7,2227.3,Agriculture,Sandy,Well,Grid,Fair,437,22.7,Rural,62.0,435.3,0.425,0.462,-0.115,Unlikely,0,55,31.99,4.5,56.76,No,0,Yes,,True,2025-10-02
F100106,Jaffna,Ihalathota East,7.472071,81.166793,1,4989.6,Plantation,Loamy,Tube-well,Grid,Good (paved),72,15.3,Rural,86.9,25.7,0.815,0.396,-0.132,Unlikely,0,64,13.16,3.69,21.75,No,0,Yes,,True,2023-12-26
F100107,Jaffna,Kirinuwara Central,6.630247,80.681845,115,1313.0,Urban,Silty,Rainwater harvesting,Grid,Good (paved),504,25.4,Urban,115.0,78.1,0.567,0.046,-0.372,Unlikely,0,50,0.1,0.09,18.61,No,0,Yes,,True,2024-03-29
F100108,Kegalle,Udarakumbura South,9.11001,81.692772,15,5754.2,Bare Soil,Peaty,Surface water,Grid,Fair,458,30.3,Rural,16.9,332.9,0.532,0.098,0.391,Likely,0,17,3.1,11.3,44.43,No,0,No,Poor infrastructure,True,2024-09-09
F100109,Trincomalee,Kirithota South,9.173516,80.221097,86,564.2,Urban,Sandy,Rainwater harvesting,Grid,No road access,715,16.1,Urban,59.4,298.4,0.952,-0.006,-0.46,Unlikely,0,68,18.6,12.59,25.29,No,0,No,No road access,True,2024-10-31
F100110,Trincomalee,Kudamedura Central,6.312305,80.788405,25,6009.9,Forest,Silty,Well,Off-grid (solar),Good (paved),655,1.0,Rural,218.7,324.7,0.479,0.58,-0.09,Unlikely,0,5,7.15,1.24,61.19,Yes,103028,No,High flood risk; Poor infrastructure,True,2024-04-03
F100111,Mullaitivu,Kiripola North,6.032879,81.081096,34,4232.2,Scrub,Sandy,Municipal,Grid,Poor (unpaved),170,3.7,Rural,52.9,369.4,0.528,0.088,-0.042,Unlikely,0,51,6.07,5.36,40.68,No,0,Yes,,True,2024-01-09
F100112,Galle,Nayagama East,8.016166,79.772927,15,523.8,Plantation,Sandy,Well,Grid,Good (paved),957,69.3,Rural,125.6,338.2,0.466,0.287,0.365,Likely,0,29,0.65,4.72,57.15,No,0,No,Poor infrastructure,True,2025-05-21
F100113,Ratnapura,Kudakumbura South,5.983719,80.255294,54,1980.1,Plantation,Silty,Tube-well,Grid,Fair,489,1.0,Rural,36.5,314.1,0.669,0.462,-0.069,Unlikely,0,43,15.2,2.54,28.88,No,0,Yes,,True,2024-10-17
F100114,Galle,Udunuwara South,9.168637,80.089291,27,7681.8,Scrub,Peaty,Well,Mixed,Fair,888,53.8,Rural,122.3,25.3,0.573,0.461,-0.379,Unlikely,0,33,13.59,4.74,24.9,No,0,Yes,,True,2025-06-24
F100115,Matara,Nayapola,6.109258,80.78579,91,395.1,Agriculture,Clay,Municipal,Mixed,Good (paved),576,24.4,Rural,170.9,21.3,0.163,0.254,0.278,Likely,2,74,8.97,0.32,35.06,No,0,Yes,,True,2025-08-18
F100116,Mullaitivu,Kudanuwara West,5.980172,80.529035,28,5466.6,Forest,Sandy,Municipal,Grid,Good (paved),65,38.2,Rural,45.2,398.0,0.343,0.037,0.175,Likely,0,75,12.15,9.23,45.27,No,0,Yes,,True,2024-08-19
F100117,Batticaloa,Welikumbura East,6.31056,80.275169,19,7861.3,Urban,Silty,Rainwater harvesting,Grid,Good (paved),10,20.6,Urban,0.7,342.4,0.848,-0.315,-0.021,Unlikely,0,33,2.71,6.42,37.15,No,0,Yes,,True,2025-11-17
F100118,Matara,Kudakumbura West,6.482965,80.989559,43,2380.1,Forest,Peaty,Tube-well,Grid,Good (paved),233,4.1,Rural,52.7,64.8,0.683,0.981,-0.033,Unlikely,0,41,1.92,16.79,12.04,No,0,Yes,,True,2025-04-05
F100119,Trincomalee,Welithota Central,8.279723,81.227564,1,31.0,Agriculture,Loamy,Rainwater harvesting,Grid,Poor (unpaved),958,1.0,Rural,101.1,290.3,0.46,0.065,-0.033,Unlikely,0,54,4.56,7.71,59.05,No,0,Yes,,True,2025-04-05
F100120,Kurunegala,Galathota South,6.828146,80.880471,123,456.4,Urban,Silty,Rainwater harvesting,Grid,Good (paved),760,39.1,Urban,101.0,160.6,0.54,-0.237,-0.37,Unlikely,1,39,5.44,2.0,38.64,No,0,Yes,,True,2024-07-23
F100121,Kurunegala,Nayakumbura South,6.711142,81.037763,102,1474.0,Plantation,Loamy,Well,Grid,Good (paved),716,16.7,Rural,10.4,329.7,0.492,0.713,0.208,Likely,0,41,4.67,6.29,30.33,No,0,Yes,,True,2024-06-08
F100122,Mullaitivu,Kiripola North,9.075149,80.593627,139,1826.8,Agriculture,Silty,Well,Grid,Good (paved),450,27.1,Rural,45.1,356.6,0.194,0.06,0.372,Likely,0,61,10.99,7.65,37.54,No,0,Yes,,True,2025-02-09
F100123,Anuradhapura,Panakanda North,8.674794,79.898472,10,575.2,Agriculture,Peaty,Well,Off-grid (solar),Poor (unpaved),114,73.1,Rural,159.6,287.8,0.7,-0.241,-0.057,Unlikely,0,24,5.6,1.29,56.2,Yes,138086,No,Poor infrastructure,True,2024-10-09
F100124,Jaffna,Kirimedura North,9.481725,80.425758,91,26.7,Agriculture,Loamy,Tube-well,Grid,Fair,133,13.4,Rural,86.9,455.2,0.207,0.14,-0.515,Unlikely,0,49,10.55,12.81,60.32,No,0,No,High flood risk,True,2024-03-15
F100125,Kalutara,Nayawatta West,7.334799,79.887027,56,1871.7,Agriculture,Peaty,Rainwater harvesting,Grid,Fair,10,1.0,Rural,14.8,53.8,0.061,0.364,-0.659,Unlikely,0,40,7.98,4.56,11.4,No,0,Yes,,True,2025-05-18
F100126,Batticaloa,Nayakanda East,8.72134,80.765333,43,7868.1,Scrub,Peaty,Tube-well,Off-grid (solar),No road access,667,1.7,Rural,62.6,286.0,0.844,0.527,0.182,Likely,0,23,10.51,7.17,31.54,No,0,No,Poor infrastructure; No road access,True,2025-09-07
F100127,Puttalam,Udarathota South,9.226623,81.547484,75,3136.2,Plantation,Peaty,Surface water,Grid,Good (paved),393,1.0,Rural,43.8,398.0,0.461,0.585,-0.152,Unlikely,0,63,13.03,3.41,36.69,No,0,Yes,,True,2025-05-02
F100128,Gampaha,Kirinuwara South,8.16419,80.372615,11,932.1,Forest,Silty,Tube-well,Grid,Fair,905,41.3,Rural,10.6,166.6,0.705,0.517,0.349,Likely,0,47,13.0,4.38,26.96,No,0,Yes,,True,2023-12-19
F100129,Batticaloa,Mahamulla South,5.959244,80.116295,1,2172.3,Urban,Peaty,Municipal,Grid,Good (paved),901,1.0,Urban,68.8,284.8,0.729,0.365,-0.201,Unlikely,1,87,7.33,11.86,41.87,No,0,Yes,,True,2023-12-24
F100130,Colombo,Udaramedura South,8.833595,81.327945,174,286.9,Bare Soil,Peaty,Well,Grid,Fair,2210,8.6,Urban,105.9,411.2,0.413,0.129,0.225,Likely,1,16,12.0,10.34,62.06,Yes,126056,No,High flood risk; Poor infrastructure,True,2025-01-03
F100131,Ampara,Welimulla West,9.033333,81.332637,25,1247.2,Plantation,Peaty,Surface water,Grid,Poor (unpaved),297,9.9,Rural,65.1,143.1,0.458,0.376,-0.167,Unlikely,0,44,13.4,7.36,27.45,No,0,Yes,,True,2024-06-07
F100132,Matara,Polanuwara South,6.284418,81.897508,119,3286.7,Urban,Clay,Well,Off-grid (solar),Fair,206,1.7,Urban,40.5,373.1,0.106,0.257,0.097,Unlikely,0,59,7.84,11.99,38.27,No,0,Yes,,True,2025-07-24
F100133,Vavuniya,Udarapola,7.481904,79.805989,130,2254.8,Forest,Peaty,Surface water,Grid,Good (paved),689,24.2,Rural,25.8,442.7,0.758,-0.382,0.175,Likely,0,58,23.84,10.73,37.3,No,0,Yes,,True,2025-07-07
F100134,Ampara,Nayakumbura West,8.644003,80.489526,167,2388.9,Urban,Silty,Tube-well,Grid,Good (paved),451,1.0,Urban,129.4,136.4,0.806,0.186,0.131,Likely,0,83,14.57,9.74,18.0,No,0,Yes,,True,2025-05-01
F100135,Badulla,Mahanuwara Central,9.586363,81.087822,1273,2057.7,Urban,Silty,Well,Grid,Good (paved),539,23.1,Urban,36.0,226.3,0.342,-0.169,0.11,Likely,0,60,3.77,9.66,24.19,No,0,Yes,,True,2025-03-28
F100136,Trincomalee,Mahapitiya,9.150693,81.893785,67,1251.0,Bare Soil,Peaty,Surface water,Mixed,Poor (unpaved),472,10.7,Rural,44.3,167.1,0.479,-0.076,-0.123,Unlikely,0,34,1.27,21.69,20.7,No,0,Yes,,True,2024-03-11
F100137,Matale,Pahalawatta East,6.572388,79.907471,1017,496.2,Agriculture,Loamy,Rainwater harvesting,Grid,Poor (unpaved),84,1.0,Rural,44.0,336.2,0.498,0.071,0.029,Unlikely,0,38,33.2,3.02,43.69,No,0,Yes,,True,2024-09-26
F100138,Vavuniya,Udarakanda South,6.130764,80.591866,154,1708.0,Plantation,Loamy,Municipal,Grid,Poor (unpaved),353,40.3,Rural,114.5,10.5,0.408,0.776,-0.106,Unlikely,0,58,4.18,2.39,14.46,No,0,Yes,,True,2024-01-01
F100139,Kilinochchi,Ihalamedura South,7.585389,80.806164,52,2665.4,Agriculture,Loamy,Rainwater harvesting,Mixed,Fair,853,39.8,Rural,63.1,92.8,0.377,0.045,0.212,Likely,0,36,6.88,4.91,18.66,No,0,Yes,,True,2025-06-07
F100140,Kalutara,Pahalagama,9.081855,80.218796,124,1703.0,Forest,Silty,Surface water,Grid,Fair,186,64.6,Rural,241.4,176.4,0.325,-0.066,-0.25,Unlikely,0,25,23.15,5.65,46.32,Yes,156045,No,Poor infrastructure,True,2025-08-20
F100141,Mannar,Kiripola East,9.57916,80.703155,145,335.6,Forest,Clay,Rainwater harvesting,Off-grid (solar),Good (paved),388,1.0,Rural,20.0,138.4,0.687,0.072,0.192,Likely,0,43,5.57,0.31,22.41,No,0,Yes,,True,2024-01-17
F100142,Mullaitivu,Mahakanda West,7.027806,81.569209,88,485.4,Scrub,Clay,Rainwater harvesting,Grid,Poor (unpaved),677,12.3,Rural,103.8,341.0,0.719,-0.061,0.07,Unlikely,3,14,3.06,8.3,55.82,No,0,No,Poor infrastructure,True,2024-07-28
F100143,Matara,Nayakumbura,8.025179,81.394299,7,61.1,Plantation,Clay,Municipal,Grid,Fair,88,21.7,Rural,80.2,339.1,0.349,0.483,0.219,Likely,1,66,3.32,0.49,62.67,Yes,119279,No,High flood risk,True,2025-05-13
F100144,Galle,Pahalamedura North,9.916369,80.867257,33,360.4,Agriculture,Sandy,Municipal,Grid,Poor (unpaved),1391,61.0,Urban,19.0,10.2,0.759,0.013,-0.049,Unlikely,1,66,10.1,11.63,19.21,No,0,Yes,,True,2024-10-01
F100145,Ratnapura,Galapitiya West,9.52703,81.695644,118,633.9,Agriculture,Loamy,Well,Off-grid (solar),Good (paved),118,11.0,Rural,20.6,236.7,0.959,0.083,-0.302,Unlikely,0,35,6.33,13.96,19.24,No,0,Yes,,True,2025-08-19
F100146,Kandy,Galagama North,6.78253,79.684148,435,4127.4,Agriculture,Silty,Well,Mixed,Good (paved),1594,82.9,Urban,77.6,330.3,0.39,-0.06,-0.356,Unlikely,0,47,12.24,7.22,40.83,No,0,Yes,,True,2025-11-09
F100147,Trincomalee,Ihalanuwara,9.397036,80.15189,67,2757.9,Agriculture,Sandy,Surface water,Grid,Poor (unpaved),563,1.0,Rural,90.3,108.1,0.41,-0.017,0.007,Unlikely,0,43,9.34,13.68,19.69,No,0,Yes,,True,2025-01-08
F100148,Kalutara,Galapola West,9.223819,80.724038,27,3276.9,Urban,Clay,Well,Grid,Poor (unpaved),30,1.0,Urban,9.1,111.1,0.291,0.388,0.103,Likely,0,36,21.71,6.91,20.61,No,0,Yes,,True,2025-05-06
F100149,Batticaloa,Polapola Central,8.336813,81.758495,15,2123.6,Plantation,Clay,Surface water,Grid,Good (paved),203,1.0,Rural,147.3,448.0,0.342,0.686,0.102,Likely,0,63,3.08,3.46,62.89,No,0,No,High flood risk,True,2025-01-16
F100150,Monaragala,Mahavila Central,6.934112,79.888217,14,2252.9,Agriculture,Peaty,Municipal,Grid,Poor (unpaved),10,10.0,Rural,76.4,185.1,0.364,0.355,0.439,Likely,0,40,1.99,13.04,36.72,No,0,Yes,,True,2024-07-23
F100151,Trincomalee,Udarapitiya Central,7.781683,80.504138,18,191.6,Scrub,Loamy,Well,Grid,Poor (unpaved),154,16.1,Rural,52.9,240.7,0.778,-0.004,0.125,Likely,0,34,17.26,4.92,44.57,No,0,Yes,,True,2025-08-25
F100152,Colombo,Ihalakumbura East,5.925835,81.851298,44,2606.6,Scrub,Peaty,Rainwater harvesting,Grid,Poor (unpaved),1709,71.2,Urban,34.3,211.7,0.587,0.19,0.111,Likely,0,19,2.94,4.74,28.66,No,0,No,Poor infrastructure,True,2025-11-09
F100153,Mannar,Panakumbura,9.043976,79.943628,54,3191.2,Agriculture,Sandy,Surface water,Grid,Good (paved),1044,37.0,Urban,148.8,107.3,0.69,-0.124,-0.04,Unlikely,0,59,10.51,17.6,22.87,No,0,Yes,,True,2024-12-10
F100154,Puttalam,Nayathota,7.170511,80.207715,8,1670.4,Scrub,Loamy,Municipal,Grid,Good (paved),873,63.7,Rural,164.0,170.6,0.467,-0.167,-0.36,Unlikely,0,75,3.23,6.52,44.23,No,0,Yes,,True,2025-06-12
F100155,Ratnapura,Welikumbura South,7.894768,80.644741,12,1509.8,Scrub,Peaty,Surface water,Grid,Good (paved),10,24.5,Rural,34.9,71.0,0.276,0.14,0.392,Likely,0,44,8.21,1.81,24.87,No,0,Yes,,True,2024-06-23
F100156,Ampara,Galamedura North,7.266109,80.351802,101,3126.3,Urban,Sandy,Municipal,Grid,Fair,552,22.6,Urban,30.3,239.3,0.019,-0.159,0.566,Likely,1,42,4.56,3.55,32.21,No,0,Yes,,True,2025-05-29
F100157,Kalutara,Polakumbura West,7.237653,80.919522,27,5449.4,Forest,Peaty,Surface water,Grid,Poor (unpaved),581,36.7,Rural,103.4,306.2,0.223,0.463,0.225,Likely,0,70,9.18,5.14,45.36,No,0,Yes,,True,2025-11-09
F100158,Trincomalee,Ihalavila East,7.431308,79.97264,48,5731.6,Wetland,Peaty,Municipal,Grid,Good (paved),338,40.9,Rural,41.5,259.2,0.731,0.523,0.32,Likely,1,54,5.27,9.02,28.18,No,0,Yes,,True,2024-09-30
F100159,Kilinochchi,Nayakumbura West,8.119988,80.042956,110,6722.2,Forest,Loamy,Municipal,Grid,Fair,73,49.2,Rural,216.1,300.5,0.374,0.167,0.475,Likely,0,44,12.57,6.77,50.97,No,0,Yes,,True,2025-06-28
F100160,Kilinochchi,Polamulla,8.388667,80.95769,100,170.4,Urban,Loamy,Well,Grid,Fair,207,16.0,Urban,103.5,186.7,0.416,0.246,-0.476,Unlikely,0,42,13.38,2.91,38.35,No,0,Yes,,True,2024-07-19
F100161,Badulla,Mahathota West,6.814197,80.527274,1169,1308.0,Urban,Clay,Surface water,Grid,Good (paved),211,16.7,Urban,99.0,158.8,0.691,0.437,-0.191,Unlikely,0,63,2.37,9.78,20.76,No,0,Yes,,True,2025-04-10
F100162,Matara,Udunuwara South,7.924834,81.293061,9,1930.8,Wetland,Silty,Surface water,Grid,Good (paved),312,1.0,Rural,264.4,97.2,0.307,0.395,0.87,Likely,0,79,0.34,4.14,45.92,No,0,Yes,,True,2024-09-17
F100163,Batticaloa,Pahalapola,7.516626,80.996839,78,2116.6,Plantation,Peaty,Municipal,Mixed,No road access,118,22.4,Rural,140.9,319.8,0.616,0.221,0.218,Likely,1,43,2.94,2.77,43.9,No,0,No,No road access,True,2025-05-08
F100164,Kurunegala,Mahapitiya North,9.09956,80.365461,79,1733.7,Forest,Sandy,Municipal,Grid,Good (paved),770,10.6,Rural,18.2,199.7,0.303,0.728,0.37,Likely,0,42,4.29,7.87,21.76,No,0,Yes,,True,2023-12-18
F100165,Vavuniya,Udukanda North,6.700439,80.056166,84,608.9,Plantation,Silty,Municipal,Grid,Fair,150,21.2,Rural,68.7,133.1,0.201,0.136,-0.257,Unlikely,0,55,1.28,1.13,21.51,No,0,Yes,,True,2024-10-22
F100166,Mannar,Pahalathota Central,6.481051,79.990752,151,1134.0,Plantation,Loamy,Surface water,Grid,Poor (unpaved),223,23.1,Rural,56.3,67.0,0.606,0.49,-0.203,Unlikely,0,47,6.95,16.49,11.61,No,0,Yes,,True,2025-11-06
F100167,Puttalam,Uduthota North,6.50402,81.418332,101,1924.3,Urban,Loamy,Municipal,Grid,Good (paved),702,13.6,Urban,36.2,211.0,0.76,-0.006,0.118,Likely,0,48,5.6,0.42,19.48,No,0,Yes,,True,2024-09-15
F100168,Batticaloa,Pahalamedura North,9.245026,81.070782,0,3068.7,Bare Soil,Loamy,Well,Grid,Good (paved),10,51.4,Rural,148.2,509.7,0.628,-0.048,0.059,Unlikely,0,53,1.81,2.93,73.29,Yes,11082,No,High flood risk,True,2024-03-26
F100169,Ampara,Kirivila East,9.361963,81.792934,25,4300.8,Forest,Silty,Municipal,Grid,Fair,201,8.8,Rural,76.0,201.3,0.536,0.502,0.131,Likely,0,5,3.21,5.34,36.46,No,0,No,Poor infrastructure,True,2023-12-28
F100170,Mullaitivu,Uduwatta West,7.101281,79.823672,131,372.4,Agriculture,Sandy,Rainwater harvesting,Grid,Poor (unpaved),10,22.2,Rural,33.3,38.0,0.318,-0.178,0.443,Likely,0,33,3.27,1.17,21.13,No,0,Yes,,True,2025-01-20
F100171,Ampara,Pahalamedura,9.819601,80.887194,46,6602.3,Urban,Silty,Municipal,Grid,Good (paved),442,1.6,Urban,14.8,233.8,0.79,0.348,0.106,Likely,0,62,10.48,4.04,18.14,No,0,Yes,,True,2024-01-04
F100172,Mullaitivu,Welimulla North,7.559175,81.850997,52,399.1,Scrub,Clay,Well,Grid,Poor (unpaved),270,39.4,Rural,87.2,245.1,0.603,-0.453,0.276,Likely,0,22,1.14,1.04,42.88,No,0,No,Poor infrastructure,True,2025-05-09
F100173,Galle,Polakanda North,9.462386,81.690844,147,9543.1,Wetland,Sandy,Well,Grid,Good (paved),1209,21.5,Urban,179.8,497.2,0.746,0.27,0.097,Likely,0,81,6.64,1.82,54.93,Yes,174597,Yes,,True,2025-08-22
F100174,Batticaloa,Weliwatta North,7.570232,80.09045,12,1439.7,Agriculture,Clay,Rainwater harvesting,Grid,Fair,398,1.0,Rural,15.6,44.2,0.673,-0.07,-0.078,Unlikely,0,27,0.25,7.52,17.26,No,0,No,Poor infrastructure,True,2024-12-30
F100175,Gampaha,Welimedura,8.011577,81.667293,56,437.0,Forest,Sandy,Surface water,Grid,Fair,1968,48.7,Urban,71.5,332.3,0.551,0.481,-0.459,Unlikely,0,74,0.68,0.55,44.37,No,0,Yes,,True,2025-11-29
F100176,Kegalle,Pahalapitiya East,7.998214,80.131488,23,666.2,Urban,Silty,Tube-well,Grid,Poor (unpaved),821,12.9,Urban,244.3,36.7,0.847,0.352,-0.069,Unlikely,0,48,1.19,11.76,32.96,No,0,Yes,,True,2024-11-28
F100177,Jaffna,Pahalakumbura South,7.585864,80.452285,170,5367.6,Urban,Loamy,Well,Grid,Poor (unpaved),490,41.8,Urban,98.4,172.5,0.481,0.221,-0.204,Unlikely,0,64,1.85,2.25,25.1,No,0,Yes,,True,2025-01-18
F100178,Nuwara Eliya,Mahamedura South,6.84051,80.561982,466,3059.3,Scrub,Clay,Surface water,Off-grid (solar),Good (paved),258,15.8,Rural,119.5,180.2,0.587,-0.082,-0.203,Unlikely,0,19,16.67,2.16,29.99,No,0,No,Poor infrastructure,True,2025-12-02
F100179,Kalutara,Ihalakumbura East,9.371785,81.370465,76,5801.7,Forest,Silty,Tube-well,Grid,Good (paved),202,1.0,Rural,158.4,358.4,0.21,0.036,0.204,Likely,0,52,9.77,8.13,48.46,No,0,Yes,,True,2025-01-31
F100180,Gampaha,Nayawatta Central,8.519691,81.056204,34,3927.7,Wetland,Loamy,Well,Grid,Good (paved),2003,55.8,Urban,138.3,432.5,0.639,-0.499,0.105,Likely,0,52,2.93,2.37,55.87,Yes,14253,Yes,,True,2025-11-12
F100181,Matara,Kudathota South,8.650608,81.070596,4,5696.6,Agriculture,Silty,Municipal,Grid,Fair,198,37.9,Rural,1.6,190.3,0.489,-0.433,0.004,Unlikely,0,58,1.19,24.36,31.02,No,0,Yes,,True,2025-02-02
F100182,Ratnapura,Galakanda Central,7.819725,80.66535,55,1262.2,Plantation,Peaty,Surface water,Grid,Good (paved),777,42.3,Rural,32.1,232.4,0.448,0.233,-0.199,Unlikely,0,95,0.89,4.84,20.71,No,0,Yes,,True,2025-01-01
F100183,Kurunegala,Pahalamedura Central,9.317712,81.320158,58,5284.7,Forest,Peaty,Municipal,Grid,Fair,363,2.1,Rural,45.5,106.3,0.581,0.237,-0.173,Unlikely,0,5,5.69,11.86,17.2,No,0,No,Poor infrastructure,True,2025-06-10
F100184,Jaffna,Galamulla East,5.940138,81.400604,66,1320.3,Bare Soil,Silty,Surface water,Grid,Fair,443,24.5,Rural,70.0,27.4,0.246,-0.024,-0.266,Unlikely,0,25,0.56,1.24,15.55,No,0,No,Poor infrastructure,True,2024-01-12
F100185,Ampara,Kudakanda,7.080012,80.589138,105,4714.1,Urban,Sandy,Rainwater harvesting,Grid,Good (paved),359,1.0,Urban,53.1,33.2,0.317,0.172,0.045,Unlikely,0,83,24.89,1.7,6.66,No,0,Yes,,True,2024-06-29
F100186,Hambantota,Panapitiya West,6.583681,81.571371,50,2934.5,Agriculture,Sandy,Well,Grid,Fair,352,8.5,Rural,11.3,278.1,0.313,-0.392,0.198,Likely,0,63,6.34,0.55,25.3,No,0,Yes,,True,2025-10-25
F100187,Nuwara Eliya,Welipitiya West,6.653144,81.789342,528,6987.7,Plantation,Clay,Municipal,Grid,Fair,202,36.2,Rural,144.8,205.1,0.976,0.154,0.525,Likely,0,52,9.54,15.47,28.42,No,0,Yes,,True,2024-04-01
F100188,Puttalam,Pahalamulla South,7.255896,80.355832,82,2019.3,Forest,Loamy,Surface water,Grid,Good (paved),158,12.8,Rural,10.9,86.4,0.88,0.623,-0.116,Unlikely,0,85,1.59,0.7,1.63,No,0,Yes,,True,2025-05-24
F100189,Gampaha,Kirimedura,7.573085,80.098527,41,1063.3,Plantation,Loamy,Tube-well,Grid,Good (paved),1565,30.2,Urban,77.2,25.1,0.824,-0.009,-0.145,Unlikely,0,45,6.76,5.23,11.28,No,0,Yes,,True,2023-12-25
F100190,Batticaloa,Pahalapitiya,6.872889,80.648486,31,663.6,Forest,Sandy,Municipal,Mixed,Good (paved),171,39.2,Rural,60.1,171.9,0.488,-0.027,-0.001,Unlikely,0,39,9.41,1.82,29.22,No,0,Yes,,True,2024-10-02
F100191,Hambantota,Panamulla,7.701652,80.750359,2,866.6,Scrub,Sandy,Surface water,Grid,Good (paved),492,35.3,Rural,28.6,360.3,0.603,-0.039,-0.033,Unlikely,0,50,11.06,2.65,48.02,No,0,Yes,,True,2025-07-14
F100192,Puttalam,Kudathota West,6.655,81.336081,166,1578.0,Scrub,Sandy,Well,Grid,No road access,253,3.2,Rural,10.7,214.1,0.352,-0.159,-0.037,Unlikely,0,57,6.4,1.0,19.85,No,0,No,No road access,True,2024-01-10
F100193,Hambantota,Nayapitiya East,9.701794,80.757815,77,2413.7,Agriculture,Sandy,Rainwater harvesting,Grid,Fair,374,39.7,Rural,88.9,373.5,0.393,0.214,-0.095,Unlikely,0,64,2.56,10.55,41.67,No,0,Yes,,True,2024-05-07
F100194,Jaffna,Galamulla North,8.761747,80.854532,15,2017.5,Urban,Peaty,Municipal,Grid,Poor (unpaved),275,9.0,Urban,1.5,502.5,0.376,-0.052,0.091,Unlikely,0,84,7.34,1.09,50.82,No,0,Yes,,True,2025-08-25
F100195,Kandy,Pahalamedura,8.782701,81.671299,1301,1747.8,Agriculture,Peaty,Well,Grid,Good (paved),1082,56.7,Urban,66.9,93.9,0.704,-0.039,0.333,Likely,0,67,13.08,0.88,13.61,No,0,Yes,,True,2024-08-18
F100196,Hambantota,Welithota South,9.678114,81.725952,86,1395.8,Urban,Peaty,Well,Grid,Poor (unpaved),804,4.5,Urban,62.3,156.8,0.179,0.194,-0.676,Unlikely,0,28,0.9,10.9,24.93,No,0,No,Poor infrastructure,True,2025-02-14
F100197,Kalutara,Galagama South,6.689581,80.786051,9,74.3,Agriculture,Loamy,Well,Grid,Good (paved),509,41.2,Rural,43.0,469.5,0.851,0.02,0.054,Unlikely,4,54,2.69,5.98,69.59,Yes,103970,No,High flood risk,True,2025-03-09
F100198,Colombo,Kudakanda,6.715929,80.246719,7,377.3,Urban,Silty,Municipal,Grid,Fair,1400,20.3,Urban,74.0,242.1,0.375,0.518,0.267,Likely,0,34,0.29,8.23,54.34,No,0,Yes,,True,2025-01-14
F100199,Colombo,Panamedura Central,7.545987,81.629635,94,1953.7,Agriculture,Clay,Rainwater harvesting,Off-grid (solar),Fair,1639,37.1,Urban,1.4,53.7,0.738,0.064,-0.023,Unlikely,0,35,1.28,25.06,5.59,No,0,Yes,,True,2024-09-04
F100200,Mullaitivu,Nayakumbura Central,6.42793,80.107953,25,1666.7,Plantation,Peaty,Municipal,Grid,Poor (unpaved),891,43.6,Rural,42.1,382.3,0.391,0.454,-0.028,Unlikely,0,43,9.65,8.7,47.54,No,0,Yes,,True,2025-02-05
F100201,Nuwara Eliya,Galanuwara,6.72945,81.445496,747,979.5,Bare Soil,Peaty,Tube-well,Grid,No road access,471,2.4,Rural,27.1,393.9,0.438,0.158,-0.169,Unlikely,0,20,4.0,5.62,39.28,No,0,No,Poor infrastructure; No road access,True,2024-10-06
F100202,Kalutara,Pahalavila South,6.882304,80.30631,2,2179.8,Wetland,Loamy,Municipal,Grid,Poor (unpaved),22,24.0,Rural,144.5,167.0,0.397,0.083,0.31,Likely,1,65,5.78,11.66,46.0,Yes,123770,Yes,,True,2024-08-22
F100203,Kandy,Nayavila South,8.257384,81.445061,747,1289.1,Wetland,Peaty,Municipal,Mixed,Fair,2052,52.8,Urban,52.4,213.8,0.391,0.18,0.138,Likely,1,41,2.75,3.8,30.19,No,0,Yes,,True,2025-01-10
F100204,Jaffna,Pananuwara Central,8.535875,81.033895,53,2513.2,Urban,Clay,Well,Grid,Good (paved),55,40.5,Urban,24.6,60.9,0.397,0.567,0.028,Unlikely,0,66,0.66,0.29,8.99,No,0,Yes,,True,2025-10-12
F100205,Kurunegala,Kudavila North,6.444455,80.702371,28,55.0,Agriculture,Loamy,Well,Grid,Good (paved),1030,27.1,Urban,81.1,375.6,0.173,0.24,0.061,Unlikely,0,40,2.62,3.11,61.64,Yes,254342,No,High flood risk,True,2024-11-17
F100206,Mullaitivu,Ihalathota East,9.223397,80.532601,151,885.6,Agriculture,Silty,Municipal,Grid,Poor (unpaved),334,52.8,Rural,41.0,294.3,0.25,0.411,0.482,Likely,0,46,1.92,12.11,34.16,No,0,Yes,,True,2025-09-19
